idMeal,strMeal,strMealAlternate,strCategory,strArea,strCountry,strInstructions,strMealThumb,strTags,strYoutube,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strIngredient16,strIngredient17,strIngredient18,strIngredient19,strIngredient20,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strMeasure16,strMeasure17,strMeasure18,strMeasure19,strMeasure20,strSource,strImageSource,strCreativeCommonsConfirmed,dateModified
52905,Chocolate Souffle,,Dessert,France,France,"Heat oven to 220C/fan 200C/gas 7 and place a baking tray on the top shelf. For the sauce, heat the cream and sugar until boiling. Remove from the heat, stir in the chocolate and butter until melted, then keep warm.
Brush 6 x 150ml ramekins with melted butter, sprinkle with the 2 tbsp caster sugar, then tip out any excess. Melt the chocolate and cream in a bowl over a pan of simmering water, cool, then mix in the egg yolks. Whisk the egg whites until they hold their shape, then add the sugar, 1 tbsp at a time, whisking back to the same consistency. Mix a spoonful into the chocolate, then gently fold in the rest.
Working quickly, fill the ramekins, wipe the rims clean and run your thumb around the edges. Turn oven down to 200C/fan 180C/gas 6, place the ramekins onto the baking tray, then bake for 8-10 mins until risen with a slight wobble. Don’t open the oven door too early as this may make them collapse.
Once the soufflés are ready, dust with icing sugar, scoop a small hole from their tops, then pour in some of the hot chocolate sauce. Replace the lids and serve straight away.",https://www.themealdb.com/images/media/meals/twspvx1511784937.jpg,"DinnerParty,Desert,Pudding,Chocolate",https://www.youtube.com/watch?v=FWqfkUEWOTg,Single Cream,Caster Sugar,Dark Chocolate,Butter,Butter,Caster Sugar,Dark Chocolate,Double Cream,Egg Yolks,Egg White,Double Cream,Icing Sugar,,,,,,,,,142ml,25g,100g ,25g,drizzle,50g,175g,2 tbs,4,5,2 tbs,to serve,,,,,,,,,https://www.bbcgoodfood.com/recipes/5816/hot-chocolate-souffls-with-chocolate-cream-sauce,,,
52990,Christmas cake,,Dessert,British,United Kingdom,"Heat oven to 160C/fan 140C/gas 3. Line the base and sides of a 20 cm round, 7.5 cm deep cake tin. Beat the butter and sugar with an electric hand mixer for 1-2 mins until very creamy and pale in colour, scraping down the sides of the bowl half way through. Stir in a spoonful of the flour, then stir in the beaten egg and the rest of the flour alternately, a quarter at a time, beating well each time with a wooden spoon. Stir in the almonds.

Mix in the sherry (the mix will look curdled), then add the peel, cherries, raisins, cherries, nuts, lemon zest, spice, rosewater and vanilla. Beat together to mix, then stir in the baking powder.

Spoon mixture into the tin and smooth the top, making a slight dip in the centre. Bake for 30 mins, then lower temperature to 150C/fan 130C/gas 2 and bake a further 2-2¼ hrs, until a skewer insterted in the middle comes out clean. Leave to cool in the tin, then take out of the tin and peel off the lining paper. When completely cold, wrap well in cling film and foil to store until ready to decorate. The cake will keep for several months.",https://www.themealdb.com/images/media/meals/ldnrm91576791881.jpg,Christmas,https://www.youtube.com/watch?v=34yeL8TstO0,Butter,Muscovado Sugar,Plain Flour,Eggs,Ground Almonds,Sherry,Candied Peel,Glace Cherry,Raisins,Currants,Pecan Nuts,Lemon,Mixed Spice,Rose water,Vanilla Extract,Baking Powder,,,,,200g,200g,200g,4 Beaten,50g,100ml,85g,85g,250g,250g,100g ,Grated zest of 1,1 ½ tbsp,1 ½ tbsp,1/2 tsp,1/2 tsp, , , , ,https://www.bbcgoodfood.com/recipes/angela-nilsens-christmas-cake,,,
52788,Christmas Pudding Flapjack,,Dessert,British,United Kingdom,"Preheat the oven to 180°C/fan 160°C/gas mark 4 and grease and line a 25cm x 20cm tin. Melt the butter, sugar, syrup and orange zest in a large saucepan over a medium heat. The aim is to dissolve all the ingredients so that they are smooth, but to not lose any volume through boiling so be careful not to overheat.

Add the oats and stir well until evenly coated. Stir through the leftover Christmas pudding and tip into the prepared tin. Use a spoon to flatten the top and bake for 40 minutes until the edges start to brown. Whilst still warm in the tin, score into 12 squares. Allow to cool completely before cutting along the scores.

Keeps for 5 days in an air tight tin or freeze for up to 1 month.",https://www.themealdb.com/images/media/meals/vvusxs1483907034.jpg,"Snack,Cake",https://www.youtube.com/watch?v=OaqvGvEiwzU,salted butter,dark soft brown sugar,golden syrup,orange,rolled oats,Christmas pudding,,,,,,,,,,,,,,,250g,225g,150g,Zest of 1,500g,250g,,,,,,,,,,,,,,,,,,
52989,Christmas Pudding Trifle,,Dessert,British,United Kingdom,"Peel the oranges using a sharp knife, ensuring all the pith is removed. Slice as thinly as possible and arrange over a dinner plate. Sprinkle with the demerara sugar followed by the Grand Marnier and set aside.

Crumble the Christmas pudding into large pieces and scatter over the bottom of a trifle bowl. Lift the oranges onto the pudding in a layer and pour over any juices.

Beat the mascarpone until smooth, then stir in the custard. Spoon the mixture over the top of the oranges.

Lightly whip the cream and spoon over the custard. Sprinkle with the flaked almonds and grated chocolate. You can make this a day in advance if you like, chill until ready to serve.",https://www.themealdb.com/images/media/meals/r33cud1576791081.jpg,Christmas,https://www.youtube.com/watch?v=jRfyNQs5qhU,Orange,Demerara Sugar,Grand Marnier,Christmas Pudding,Custard,Mascarpone,Double Cream,Flaked Almonds,Dark Chocolate,,,,,,,,,,,,3,1 tbs,2 tbs,300g,500g,250g,284ml,Handful,Grated, , , , , , , , , , , ,https://www.bbcgoodfood.com/recipes/1826685/christmas-pudding-trifle,,,
53153,Churros,,Dessert,Spanish,Spain,"step 1
Boil the kettle, then measure 300ml boiling water into a jug and add the melted butter and vanilla extract. Sift the flour and baking powder into a big mixing bowl with a big pinch of salt. Make a well in the centre, then pour in the contents of the jug and very quickly beat into the flour with a wooden spoon until lump-free. Rest for 10-15 mins while you make the sauce.

step 2
Put all the sauce ingredients into a pan and gently melt together, stirring occasionally until you have a smooth shiny sauce. Keep warm on a low heat.

step 3
Fill a large deep saucepan one-third full of oil. Cooking with hot oil can be dangerous – before you start, read up on how to deep-fry safely to avoid accidents in the kitchen. Heat until a cube of bread browns in 45 seconds to 1 min. Cover a tray with kitchen paper and mix the caster sugar and cinnamon together.

step 4
Fit a star nozzle to a piping bag – 1.5-2cm wide is a good size. Fill with the rested dough, then pipe 2-3 strips directly into the pan, snipping off each dough strip with a pair of kitchen scissors. Fry until golden brown and crisp. Be very careful here – if air bubbles form in the churros they can explode, especially if the oil overheats or you use old flour. Cooking with hot oil can be dangerous – before you start, read up on how to deep-fry safely to avoid accidents in the kitchen. Keep children out of the kitchen and protect yourself by wearing long sleeves and eye protection, and keeping your face away from the pan.

step 5
Once the churros are crisp and golden brown, remove them from the oil with a slotted spoon and drain on the kitchen paper-lined tray. Carry on cooking the rest of the dough in batches, sprinkling the cooked churros with some cinnamon sugar as you go. When you’ve cooked all the churros, toss with any remaining cinnamon sugar and serve with the chocolate sauce, for dipping.
To see a video of how to prepare churros, take a look at our churros ice cream sandwich recipe.",https://www.themealdb.com/images/media/meals/nxnny61763250596.jpg,,https://www.youtube.com/watch?v=453mpKHVaBs,Butter,Vanilla Extract,Plain Flour,Baking Powder,Sunflower Oil,Bread,Dark Chocolate,Double Cream,Milk,Golden Syrup,Vanilla Extract,Caster Sugar,Cinnamon,,,,,,,,50g,1/2 teaspoon,250g,1 teaspoon,1 L ,2 chopped,200g,100 ml ,100 ml ,3  tablespoons,1/2 teaspoon,100g ,2 teaspoon, , , , , , , ,https://www.bbcgoodfood.com/recipes/churros-chocolate-dipping-sauce,,,2025-11-15 23:26:44
53116,Cinnamon buns,,Dessert,Norway,Norway,"In a small saucepan heat the butter, milk and salt until the butter is melted. Allow the mixture to cool until it is lukewarm.

In a large bowl, stir together the flours, yeast, cardamom and sugar until combined.

Make a well in the centre and crack in the eggs. Pour in the lukewarm milk mixture and stir everything together to form a sticky dough. You may have to use your hands as the dough becomes stiffer.

Oil the work surface with a teaspoon of olive oil. Turn the dough out onto the oiled surface and knead vigorously for 5–8 minutes, using a plastic scraper as needed to prise the dough from the work surface. Don’t be tempted to add flour, as this will make the buns dry and tough. Keep kneading until the dough is considerably less sticky, smoother and more elastic.

Shape into a ball, and put into a large, greased bowl. Cover the bowl with a clean tea towel and set aside in a warm place to prove for an hour, or until doubled in size.

Meanwhile, for the filling and topping, mix the softened butter in a bowl with half the sugar and 1 tablespoon cinnamon. Use a fork to mix the sugar and spice into the butter until it is completely combined.

Mix the remaining sugar and cinnamon in a separate bowl and set aside.

When the dough has risen, turn out onto a floured work surface and gently roll out into a 36x24cm/14x9½in rectangle. Spread the cinnamon-sugar-butter evenly over the dough with a table or palette knife.

With the longest edge closest to you, roll the dough up into a cylinder. Cut into 12 even slices.

Place each slice onto a flattened out paper cupcake case on a baking tray, or into a greased muffin tin. (Baking in a muffin tin will make your cinnamon buns taller and domed.)

Cover with a clean tea towel and set aside to prove again for 30–45 minutes, or until risen.

Preheat the oven to 200C/180C Fan/Gas 6.

Brush the tops of the buns with beaten egg and dust liberally with the cinnamon sugar. Bake for 12 minutes until the buns are dark golden-brown. Enjoy warm with a cup of coffee.",https://www.themealdb.com/images/media/meals/as88dq1762772486.jpg,,https://www.youtube.com/watch?v=wNiyp89pTi0,Unsalted Butter,Milk,Salt,Flour,Strong White Flour,Fast action yeast,Cardamom,Caster Sugar,Egg,Olive Oil,Unsalted Butter,Caster Sugar,Cinnamon,Egg,,,,,,,100g ,200ml,1 teaspoon,250g,250g,1 1/2 tsp ,1 teaspoon,1 tblsp ,2,Dash,75g,100g ,2 tbsp,1, , , , , , ,https://www.bbc.co.uk/food/recipes/cinnamon_buns_10634,,,2025-11-05 19:42:00
52988,Classic Christmas pudding,,Dessert,British,United Kingdom,"Get everything for the pudding prepared. Chop the almonds coarsely. Peel, core and chop the cooking apples. Sharpen your knife and chop the candied peel. (You can chop the almonds and apples in a food processor, but the peel must be done by hand.) Grate three quarters of the nutmeg (sounds a lot but it's correct).

Mix the almonds, apples, candied peel, nutmeg, raisins, flour, breadcrumbs, light muscovado sugar, eggs and 2 tbsp brandy or cognac in a large bowl.

Holding the butter in its wrapper, grate a quarter of it into the bowl, then stir everything together. Repeat until all the butter is grated, then stir for 3-4 mins – the mixture is ready when it subsides slightly after each stir. Ask the family to stir too, and get everyone to make a wish.

Generously butter two 1.2 litre bowls and put a circle of baking parchment in the bottom of each. Pack in the pudding mixture. Cover with a double layer of baking parchment, pleating it to allow for expansion, then tie with string (keep the paper in place with a rubber band while tying). Trim off any excess paper.

Now stand each bowl on a large sheet of foil and bring the edges up over the top, then put another sheet of foil over the top and bring it down underneath to make a double package (this makes the puddings watertight). Tie with more string, and make a handle for easy lifting in and out of the pan. Watch our video to see how to tie up a pudding correctly.

Boil or oven steam the puddings for 8 hrs, topping up with water as necessary. Remove from the pans and leave to cool overnight. When cold, discard the messy wrappings and re-wrap in new baking parchment, foil and string. Store in a cool, dry place until Christmas.

To make the brandy butter, cream the butter with the orange zest and icing sugar. Gradually beat in the brandy or cognac and chopped stem ginger. Put in a small bowl, fork the top attractively and put in the fridge to set. The butter will keep for a week in the fridge, or it can be frozen for up to six weeks.

On Christmas Day, boil or oven steam for 1 hr. Unwrap and turn out. To flame, warm 3-4 tbsp brandy in a small pan, pour it over the pudding and set light to it.",https://www.themealdb.com/images/media/meals/1d85821576790598.jpg,Christmas,https://www.youtube.com/watch?v=Pb_lJxL1vtk,Almonds,Bramley Apples,Candied Peel,Nutmeg,Raisins,Plain Flour,Breadcrumbs,Muscovado Sugar,Eggs,Brandy,Butter,,,,,,,,,,50g,2 large,200g,1 whole,1kg,140g,100g ,100g ,3 Large,2 tbs,250g, , , , , , , , , ,https://www.bbcgoodfood.com/recipes/classic-christmas-pudding,,,
53291,Cornes de Gazelle (Gazelle Horns),,Dessert,Algerian,Algeria,"Preheat oven to 300 degrees F (150 degrees C). Line a baking sheet with parchment paper. Spread almonds over the baking sheet.

Bake in the preheated oven until almonds are fragrant and roasted, 20 to 25 minutes.

Prepare pastry dough while almonds are roasting. Combine flour, 1/2 cup plus 1 tablespoon butter, and salt in a bowl and rub together until the mixture resembles breadcrumbs. Add egg, oil, and 1 1/2 tablespoons orange blossom water; knead everything into a smooth pastry dough. Add a little water, 1 teaspoon at a time, if dough is too dry. Shape pastry dough into a ball, wrap in plastic wrap, and set aside for 30 minutes.

Remove almonds from oven and cool slightly, about 5 minutes. Place almonds in the bowl of a food processor; process until finely and evenly ground. Add 3/4 cup plus 1 tablespoon sugar, cinnamon, egg, and 1 tablespoon orange blossom water in that order to the food processor, pulsing after each addition until mixture is evenly combined and resembles a paste.

Remove small walnut-sized portions of filling with greased hands. Roll them into small logs with thin ends. Set aside.

Preheat oven to 325 degrees F (165 degrees C). Line a baking sheet with parchment paper.

Roll out half of the pastry dough on a lightly floured surface until very thin. Place one of the almond paste logs on the edge of the pastry, fold pastry over the filling, covering it completely, and seal the edges. Mold with your fingers into a crescent shape. Using a pastry cutter, cut around the crescent, and transfer to the prepared baking sheet. Repeat with remaining dough and filling.

Bake in the preheated oven until gazelle horns are lightly golden and baked through, about 20 minutes. They should not get too dark. Let cool slightly, about 3 minutes.

Heat honey in a small saucepan over low-medium heat. Remove from heat and stir in 1 tablespoon orange blossom water. Dip gazelle horns into the honey and place on a serving plate. Sprinkle with crushed pistachios.",https://www.themealdb.com/images/media/meals/0h1b7m1764120235.jpg,,https://www.youtube.com/watch?v=KVnfEBh-rUk,Almonds,Sugar,Sugar,Ground Cinnamon,Egg,Orange Blossom Water,All purpose flour,Unsalted Butter,Salt,Egg,Vegetable Oil,Orange Blossom Water,Pistachio,,,,,,,,2 cups,3/4 cup,1 tablespoon,1/4 tsp,1,1 tablespoon,2 cups,1/2 cup,1 pinch,1 beaten,3  tablespoons,1 ½ tbsp,3  tablespoons, , , , , , , ,https://www.allrecipes.com/recipe/262056/cornes-de-gazelle-gazelle-horns/,,,2025-11-26 01:22:01
53148,Crema Catalana,,Dessert,Spanish,Spain,"step 1
Put the milk, cream, cinnamon stick and all the citrus zest in a saucepan set over a medium heat. Cook, stirring often, until the milk is just steaming but not boiling, about 3-5 mins. Remove from the heat, cover with a plate and leave to infuse for at least 30 mins.

step 2
When the cream mixture has infused, whisk the egg yolks, sugar and cornflour together in a separate bowl for 3-5 mins, or until light and pale in colour. Pour the infused milk through a sieve into the egg mixture, whisking continuously. Return the mixture to the saucepan.

step 3
Put the saucepan over a medium-high heat and whisk for around 10-12 mins. The mixture should start thickening to a custard-like consistency – you can tell it’s ready by dipping a wooden spoon in the mixture, then running a finger through the mixture on the back of the spoon. If the line holds, it's ready. Sieve the mixture into a jug to remove any froth.

step 4
Divide the custard between six 150ml ramekins or small terracotta dishes, then leave to cool for 1 hr at room temperature until set with a slight wobble. Chill overnight.

step 5
Just before serving, sprinkle 1 tbsp caster sugar over the top of each ramekin and caramelise using a kitchen blowtorch. Alternatively, slide the ramekins under a hot grill until the sugar turns golden and starts to bubble. Serve straightaway.",https://www.themealdb.com/images/media/meals/x73ll91763247842.jpg,,https://www.youtube.com/watch?v=5aw5Ba0PCa0,Milk,Double Cream,Cinnamon Stick,Orange Zest,Lemon Zest,Egg Yolks,Caster Sugar,Caster Sugar,Corn Flour,,,,,,,,,,,,400ml,150ml,1,1,1,7,100g ,6 tablespoons,45g, , , , , , , , , , , ,https://www.bbcgoodfood.com/recipes/crema-catalana,,,2025-11-15 21:59:37
53338,Date squares,,Dessert,Canadian,Canada,"Preheat oven to 350°F (180°C). Grease an 8-inch (20 cm) square baking pan.
To make the date filing: Combine the dates and water in a medium saucepan over high heat and bring to a boil. Reduce heat to low and simmer gently, stirring occasionally until the mixture thickens, around 6 to 8 minutes. Remove from heat, stir in vanilla and let cool. Set aside.
Combine rolled oats, flour, sugar, baking soda and salt in a food processor. Pulse 3 times (careful not to overmix, you don’t want the mixture to be powdery, just combined). Add butter and pulse again until the mixture is crumbly in pea-sized clumps. Transfer to a mixing bowl to thoroughly mix in the butter.
Spread half of the oat mixture on the bottom of the prepared baking pan, pressing down to make a flat, equal bottom later. Add the date mixture over the crust and then spread evenly. Layer with the remaining oat mixture and press down to flatten the top layer.
Bake in the centre of the oven until the top is golden brown, 30 to 35 minutes. Let cool completely in the pan before cutting and serving. Date Squares keep well, covered in the refrigerator for up to a week, and frozen for 2 to 3 months.",https://www.themealdb.com/images/media/meals/u4scbo1764446514.jpg,,https://www.youtube.com/watch?v=E0bOy1FWkXA,Pitted Dates,Water,Vanilla,Oats,All purpose flour,Brown Sugar,Baking Powder,Salt,Unsalted Butter,,,,,,,,,,,,2 1/2 cups ,1 cup,1 1/2 cup ,2 cups,1 cup,1 cup,1/2 tsp,1/4 tsp,1 cup, , , , , , , , , , , ,https://canadianfoodfocus.org/recipes/classic-canadian-dishes-date-squares/,,,2025-11-29 19:59:02
53137,Dulce de Leche,,Dessert,Argentina,Argentina,"Combine Ingredients: In a large, heavy-bottomed pot, mix the milk, sugar, and baking soda. Cook over low heat, stirring constantly to prevent burning.
Thicken: Continue to cook, stirring frequently, until the mixture becomes thick and caramel-colored, about 1-2 hours.
Flavor: Stir in the vanilla extract.
Cool: Let the dulce de leche cool, then transfer to a jar. It will thicken further as it cools.
Pro Tips:

Stir continuously and keep the heat low to prevent the milk from burning and sticking to the bottom of the pan.
A drop of vanilla extract added at the end of cooking enhances the flavor.",https://www.themealdb.com/images/media/meals/jyjlhj1763075323.jpg,,https://www.youtube.com/watch?v=2J0ICGYsBL4,Milk,Sugar,Baking Powder,Vanilla Extract,,,,,,,,,,,,,,,,,1 Litre,300g,1/4 tsp,1 teaspoon, , , , , , , , , , , , , , , , ,https://www.munchery.com/blog/the-ten-iconic-dishes-of-argentina-and-how-to-cook-them-at-home/,,,2025-11-13 11:18:15
52899,Dundee cake,,Dessert,British,United Kingdom,"Put the almonds into a small bowl and pour over boiling water to just cover. Leave for 5 mins then drain in a sieve and leave to dry.
Preheat the oven to 180C/160 C fan/Gas Mark 4. Line a deep loose-based 20cm cake tin with baking parchment.
Put the butter in a large bowl and beat well until soft. Add the sugar and beat until light and fluffy. Stir in the orange zest and apricot jam.
Sieve together the flour and baking powder. Add the eggs to the creamed butter and sugar, a little at a time, beating well between each addition. If the mixture starts to curdle, stir in a little flour.
Add the remaining flour and ground almonds and mix well. Mix in the milk and then add the dried fruit and cherries and mix gently together.
Spoon the mixture into the prepared tin and spread level using the back of a spoon. Arrange the whole almonds close together in neat circles on the top of the cake. Bake in the oven for 45 mins.
Lower the oven temperature to 160C/140 C fan/Gas Mark 3 and cook for a further 60–80 minutes. Check the cake after 50 minutes by inserting a wooden or metal skewer into the cake. When it’s done it should have just a few crumbs attached. Check every 10 minutes - it’s important not to overcook this cake so the centre will be a little soft.
When cooked, remove the cake briefly from the oven, put the milk and sugar into a small pan and heat gently until the sugar has dissolved. Brush over the top of the cake and return the cake to the oven for 2-3 mins. Remove and allow the cake to cool in the tin. When quite cold remove from the tin and wrap in foil and keep for at least 2 days before cutting.",https://www.themealdb.com/images/media/meals/wxyvqq1511723401.jpg,"heavy,Nutty,Fruity",https://www.youtube.com/watch?v=4hEXsfpeMQE,Almonds,Butter,Muscovado Sugar,Orange,Apricot Jam,Plain Flour,Baking Powder,Eggs,Ground Almonds,Milk,Dried Fruit,Glace Cherry,Milk,Caster Sugar,,,,,,,100g ,180g,180g,Zest of 1,3 tbs,225g,1 tsp ,3 Large,100g ,2 tbs,500g,100g ,1 tbs,2 tsp,,,,,,,https://www.bbcgoodfood.com/recipes/2155640/dundee-cake,,,
53386,Dutch Apple Pie,,Dessert,Netherlands,Netherlands,"Add the flour, 150 gr of the sugar, pinch of salt and 1 egg yolk in the bowl of a food processor. Cut the butter into small cubes and add to the bowl. Turn this into a firm dough. Don't over process, you do not want the dough to turn warm. Check if it sticks by pinching it between your fingers.
Turn out onto a piece of plastic wrap. Make a round ball of it by using your hands and roll it into the plastic. Place into the fridge for half an hour to cool.
Take a round baking tin of 22 cm diameter and cover this with baking paper. Brush the sides with butter.
Preheat the oven to 170˚C (340˚F)
Cut the apple into cubes and mix this with the raisins, the left over sugar and the cinnamon.
Place the cooled dough on a flat surface sprinkled with flour and roll out into a thin sheet. Place this into the baking tin and cover the bottom and the sides well. I usually just press it into the tin without rolling it out. I find that the easiest way but it is less smooth. Just do whatever works for you.
Make sure you keep 1/4 of the dough separate to form the strips on the top.

Once the bottom and sides are covered with the dough, take the rusks and crumble them over the bottom. You can use breadcrumbs for this as well. Shake it a bit so it is divided equally across the bottom.
Add the apple mixture and divide well over the tin. Rol out the rest of the dough and cut into strips. Place that over the top of the pie in a diamond shaped pattern. Brush the strokes and sides with the other egg yolk and place in the preaheated oven.
Bake the apple pie for about 1 hour or until golden and cooked through. Leave to cool in the tin and make sure the sides are loose before opening the tin.",https://www.themealdb.com/images/media/meals/zy4fs51777540384.jpg,,https://www.youtube.com/watch?v=MgI-_e4R53Y,Butter,Egg Yolks,Flour,Sugar,Salt,Cinnamon,Raisins,Apples,Cold Water,,,,,,,,,,,,175g,2,300g,200g,Pinch,1,100g ,6,1 tablespoon,,,,,,,,,,,,https://insimoneskitchen.com/the-best-ever-apple-pie-recipe/#recipe,,,2026-04-30 08:47:52
53393,Dutch doughnuts,,Dessert,,Netherlands,"Place the flour in a large bowl and add the yeast and sugar. If the milk is cold make sure to heat it to lukewarm. Mix your flour mixture bit by bit with the milk until you have a smooth batter. Add the salt and mix with a wooden spoon till the batter is smooth and liquidy.
Cover with a clean tea towel and leave in a warm spot for about an hour to rise.

Heat your deep fryer or add the oil to a large pot. The oil should be a t 180˚C (350˚F) for best results.
Before starting stir your batter through and scoop the batter with two spoons or with an ice cream scoop. Let it drop into the oil carefully. It is easiest to do this if you dip your spoons or scoop into the oil before dipping into the batter. That way it will slide of the spoons easily. Don't over crowd the fryer to prevent the oil cooling down too quickly and everything sticking together. Once one side is golden brown it usually turns around to the other side automatically. If not help it along with two forks.
Take the balls out once golden brown and leave to drain on a piece of kitchen paper.",https://www.themealdb.com/images/media/meals/cz1d6v1777627421.jpg,,,Flour,Milk,Instant Yeast,Salt,Sugar,,,,,,,,,,,,,,,,500g,500ml,10g,10g,25g,,,,,,,,,,,,,,,,https://insimoneskitchen.com/dutch-doughnuts/#recipe,,,2026-05-01 10:21:39
53387,Dutch Spiced Breakfast Cake (Ontbijtkoek),,Dessert,Netherlands,Netherlands,"Preheat the oven to 160˚C (320˚F) Line a cake pan with parchment paper and set aside.

Mix all the dry ingredients together in a large bowl. Place the milk in a small saucepan and heat it until it is almost boiling but not quite.
Pour the milk slowly into the dry ingredients while whisking. Don't overmix! As soon as it is combined to a smooth batter you pour it into the cake pan. Sprinkle the pearl sugar over the top and bake it in the oven for about 1 hour.
Check after about 50 minutes how the cake is progressing. If a cake tester comes out clean the cake it cooked. If not let it cook for a little longer.",https://www.themealdb.com/images/media/meals/uwq8001777540502.jpg,,https://www.youtube.com/shorts/3NIRQ3KMorw,Self-raising Flour,Dark Brown Soft Sugar,Milk,Sugar,Ginger,Cardamom,Baking Powder,Salt,,,,,,,,,,,,,250g,250g,250g,4,1 tablespoon,1/2 tsp,1 tsp,Pinch,,,,,,,,,,,,,https://insimoneskitchen.com/dutch-breakfast-cake/#recipe,,,2026-04-30 08:56:06
53382,Dutch stroopwafel,,Dessert,Netherlands,Netherlands,"Combine milk and yeast in a bowl. Let stand for a moment to allow the yeast to dissolve.
In another bowl, combine flour, butter, sugar, egg, and salt. Pour in the yeast mixture and knead until smooth. Cover the bowl and let the dough rise for one hour.
When the dough is almost ready, make the stroop filling. Combine all the ingredients in a saucepan and stir until the butter is melted and the sugar is dissolved. Let it simmer for a while. The stroop will continue to thicken as it cools.
Shape the dough into balls weighing about 35 grams each. Make a total of 14. Turn your stroopwafel iron on the highest setting.
Place a ball of dough in the iron and close the iron. Don’t flatten the waffle too much; you should still be able to cut through it. Bake for 1-2 minutes until the waffle is nicely golden brown.
When the waffle is done, work quickly. Remove the waffle from the iron and immediately use a round cutter to cut out a nice circle of about 8 to 9 cm (3 to 3.5 inches).
Place the hot waffle on a cutting board and cut horizontally with a sharp knife. The stroopwafel is very hot, so use an oven mitt to hold it in place.
Take half a waffle and spread the (hot!) stroop on it. Place the other half on top, pressing gently if necessary, and place the waffle on a wire rack to cool. Repeat for all the balls.",https://www.themealdb.com/images/media/meals/8cvkcz1766596315.jpg,,https://www.youtube.com/watch?v=3zCrERE0kbc,Milk,Instant Yeast,All purpose flour,Unsalted Butter,Sugar,Egg,Salt,Dutch Stroop,Brown Sugar,Unsalted Butter,Cinnamon,,,,,,,,,,15 ml,10g,250g,120g,80g,1,Pinch,200g,120g,80g,1 tsp, , , , , , , , , ,https://www.inlaurasbakery.com/dutch-stroopwafels-recipe/,,,2025-12-24 17:09:31
53285,Dziriat (Algerian Almond Tarts),,Dessert,Algerian,Algeria,"Prepare the almonds the day before. Bring 6 cups of water to a boil. Remove from heat, and add the almonds. Let the almonds soak in water for about 5 minutes, then drain and peel. Spread the almonds on baking sheets, and bake at 200 degrees F(95 degrees C) until completely dry and toasted. This takes several hours, and needs to be prepared ahead. Be careful not to burn the nuts, as this will give a bitter taste to the filling.

Combine 1 cup sugar and 1 cup water in a saucepan, and bring to a boil. Add 1 teaspoon lemon juice, reduce heat to low, and let it simmer until syrupy, about 30 to 40 minutes. Stir in orange blossom water, and remove from heat. Set sugar syrup aside.

Combine flour and salt in a large mixing bowl. Make a hole in the center, and pour oil, egg, 1/2 teaspoon lemon juice, and 1 tablespoon orange blossom water into the center. Mix with fingers until the dough resembles coarse crumbs. Gradually sprinkle with warm water while mixing until the dough becomes soft and pliable. Divide into 4 equal portions. Cover dough with a wet cloth, and set aside.

In a food processor, finely grind the almonds. Measure 3 cups of the finely ground almonds into a mixing bowl, and stir together with 1 cup sugar, baking powder, vanilla powder, lemon zest, and 2 tablespoons orange flower water. Mix in three eggs one at a time, stirring constantly; mix until you get a sticky, paste-like mixture.

Sprinkle cornstarch on the rolling surface to prevent sticking. Roll each portion of dough very thinly, 1 to 2 millimeters (1/16 inch). Cut the rolled dough into circles of about 10 centimeters (4 inches) in diameter each. Lightly wipe the surface of each circle with cornstarch, and fit into a tart mold, cornstarch side down to prevent sticking. Gently press the dough onto the sides and bottom of the mold, and trim extra dough from around the rim. Fill three quarters of each mold with the almond filling.

Bake on the top shelf at 350 degrees F (175 degrees C) for 20 to 25 minutes, or until the surface of the tart is golden and the dough is firm. Remove the tarts from the molds as soon as they come out of the oven. Dip each tart in the sugar syrup while still hot. Stick a pine nut into the middle of each tart for decoration. Place on a wire rack to drain.",https://www.themealdb.com/images/media/meals/ne5wzp1764115568.jpg,,https://www.youtube.com/watch?v=koPyA-HO8Q4,Sugar,Water,Lemon Juice,Orange Blossom Water,All purpose flour,Vegetable Oil,Egg,Lemon Juice,Salt,Orange Blossom Water,Almonds,Sugar,Egg,Baking Powder,Vanilla,Lemon,Orange Blossom Water,Cornstarch,Pine Nuts,,1 cup,1 cup,1 tsp,2 tablespoons,2 cups,2 tablespoons,1,1/2 teaspoon,1 pinch,1 tablespoon,4 cups,1 cup,3,1/2 teaspoon,1 tsp,Zest of 1,2 tablespoons,Sprinkling,To serve, ,https://www.allrecipes.com/recipe/69501/dziriat-algerian-almond-tarts/,,,2025-11-26 00:04:27
